Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2015,46,11/8/15,11/14/15,"3,642",70
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,28,7/3/16,7/9/16,"219,982","5,156"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,17,4/19/15,4/25/15,"65,034","1,474"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,48,11/20/16,11/26/16,"11,913",310
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,23,5/29/16,6/4/16,"30,760",774
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,17,4/17/16,4/23/16,"62,642","1,465"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,8,2/14/16,2/20/16,"5,032",120
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2017,6,2/5/17,2/11/17,"24,302",489
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,43,10/16/16,10/22/16,"27,062",605
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,5,1/24/16,1/30/16,"2,161",46
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2017,8,2/19/17,2/25/17,"20,888",462
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,2,1/8/17,1/14/17,"154,773","3,310"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,42,10/9/16,10/15/16,"11,440",290
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,50,12/4/16,12/10/16,"10,191",200
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,38,9/13/15,9/19/15,26,1
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,35,8/23/15,8/29/15,"59,323","1,593"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,39,9/18/16,9/24/16,"57,554","1,380"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,5,1/24/16,1/30/16,"8,114",219
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,50,12/4/16,12/10/16,"129,805","2,550"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2015,48,11/22/15,11/28/15,"13,752",342
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,9,2/21/16,2/27/16,"51,711","1,102"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,32,7/31/16,8/6/16,"12,190",570
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,14,4/2/17,4/8/17,"105,239","2,287"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,9,2/22/15,2/28/15,"240,241","5,547"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,50,12/6/15,12/12/15,"17,179",767
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2017,1,1/1/17,1/7/17,"52,430","1,267"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,41,10/2/16,10/8/16,"3,467",78
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,41,10/4/15,10/10/15,358,7
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,29,7/12/15,7/18/15,"275,167","6,110"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2015,39,9/20/15,9/26/15,194,3
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,40,9/25/16,10/1/16,"4,585",101
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,30,7/19/15,7/25/15,"58,907","1,354"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,32,7/31/16,8/6/16,"101,534","2,261"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,2,1/3/16,1/9/16,"12,754",361
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,13,3/26/17,4/1/17,"144,571","3,143"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2017,6,2/5/17,2/11/17,"106,296","2,370"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,15,4/9/17,4/15/17,"63,639","1,554"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,26,6/19/16,6/25/16,"12,205",292
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,44,10/23/16,10/29/16,"16,827",300
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,43,10/18/15,10/24/15,56,1
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,11,3/6/16,3/12/16,"2,723",73
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,18,4/24/16,4/30/16,"2,306",40
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,20,5/8/16,5/14/16,615,18
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2017,12,3/19/17,3/25/17,"100,634","2,140"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,35,8/21/16,8/27/16,"295,691","8,433"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,15,4/3/16,4/9/16,"330,925","7,581"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2017,10,3/5/17,3/11/17,"339,265","8,413"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,24,6/7/15,6/13/15,"56,400","1,425"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,51,12/11/16,12/17/16,"67,559","1,315"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,51,12/11/16,12/17/16,"254,039","4,782"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,48,11/20/16,11/26/16,"24,641",480
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2015,47,11/15/15,11/21/15,"1,017",22
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,26,6/21/15,6/27/15,"10,899",399
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,37,9/4/16,9/10/16,"14,908",333
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,15,4/9/17,4/15/17,"35,086",727
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,36,8/30/15,9/5/15,"214,839","6,730"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,48,11/22/15,11/28/15,"72,000","1,848"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,18,4/24/16,4/30/16,"11,207",274
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,22,5/22/16,5/28/16,"60,085","1,462"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,32,7/31/16,8/6/16,"9,634",268
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,35,8/23/15,8/29/15,"212,487","6,590"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,31,7/26/15,8/1/15,"14,408",749
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,35,8/21/16,8/27/16,"10,547",288
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2017,4,1/22/17,1/28/17,"26,764",514
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,45,10/30/16,11/5/16,"9,986",216
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,11,3/6/16,3/12/16,802,23
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,10,2/28/16,3/5/16,"4,895",122
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,53,12/25/16,12/31/16,"88,950","2,228"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,33,8/7/16,8/13/16,"3,466",62
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,37,9/6/15,9/12/15,36,1
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,3,1/10/16,1/16/16,371,6
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,33,8/7/16,8/13/16,"1,928",40
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,11,3/6/16,3/12/16,"2,967",60
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2017,17,4/23/17,4/29/17,"102,770","2,172"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,9,2/26/17,3/4/17,"23,679",545
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,24,6/5/16,6/11/16,"11,316",268
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,3,1/10/16,1/16/16,"15,229",742
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2015,50,12/6/15,12/12/15,854,25
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2015,41,10/4/15,10/10/15,202,7
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,30,7/19/15,7/25/15,"14,221",716
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,8,2/19/17,2/25/17,"31,530",649
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,51,12/13/15,12/19/15,"2,680",58
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,39,9/18/16,9/24/16,"128,398","3,115"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,43,10/16/16,10/22/16,"23,034",430
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,32,7/31/16,8/6/16,"18,483",435
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,14,4/2/17,4/8/17,"34,865",720
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2017,12,3/19/17,3/25/17,"31,634",592
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,24,6/5/16,6/11/16,"77,598","1,639"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2015,51,12/13/15,12/19/15,"12,475",290
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,41,10/2/16,10/8/16,"10,338",214
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,24,6/7/15,6/13/15,479,7
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,49,11/27/16,12/3/16,"8,274",154
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,8,2/14/16,2/20/16,"3,585",58
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,15,4/3/16,4/9/16,"2,587",49
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,12,3/13/16,3/19/16,"3,068",59
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2015,46,11/8/15,11/14/15,69,1
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,38,9/11/16,9/17/16,"3,530",79
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,6,1/31/16,2/6/16,"16,157",732
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,6,2/5/17,2/11/17,"31,729",607
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,8,2/19/17,2/25/17,"21,371",533
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,52,12/20/15,12/26/15,"12,609",730
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,46,11/6/16,11/12/16,"22,391",398
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2017,6,2/5/17,2/11/17,"105,043","2,217"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,28,7/3/16,7/9/16,"17,124",823
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,11,3/6/16,3/12/16,"54,974","1,236"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,45,10/30/16,11/5/16,"26,398",502
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,34,8/16/15,8/22/15,"220,149","6,579"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,17,4/17/16,4/23/16,"6,687",202
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,31,7/26/15,8/1/15,"58,946","1,308"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2015,48,11/22/15,11/28/15,574,13
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,12,3/13/16,3/19/16,"125,685","2,546"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2017,1,1/1/17,1/7/17,"20,043",474
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,32,8/2/15,8/8/15,"6,866",160
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2017,10,3/5/17,3/11/17,"26,652",493
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,21,5/15/16,5/21/16,"137,007","2,949"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,2,1/4/15,1/10/15,"11,010",390
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,28,7/3/16,7/9/16,"5,207",98
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,28,7/3/16,7/9/16,"1,551",39
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,42,10/9/16,10/15/16,"51,069","1,324"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,7,2/7/16,2/13/16,"75,073","1,624"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,36,8/28/16,9/3/16,"51,529","1,341"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,39,9/18/16,9/24/16,"21,336",515
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2017,17,4/23/17,4/29/17,"51,536","1,047"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2015,46,11/8/15,11/14/15,"8,155",194
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2017,7,2/12/17,2/18/17,"20,108",424
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,6,1/31/16,2/6/16,810,23
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,37,9/4/16,9/10/16,"12,503",551
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2017,5,1/29/17,2/4/17,"16,743",378
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,26,6/19/16,6/25/16,"3,634",78
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,3,1/11/15,1/17/15,"10,064",365
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,49,11/27/16,12/3/16,"25,516",518
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,18,4/24/16,4/30/16,"2,954",65
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,46,11/6/16,11/12/16,"41,552",796
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,8,2/14/16,2/20/16,"16,634",707
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,31,7/24/16,7/30/16,"315,601","7,549"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,28,7/3/16,7/9/16,"55,897","1,344"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,6,1/31/16,2/6/16,"23,822",558
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,20,5/8/16,5/14/16,"306,683","7,358"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,37,9/4/16,9/10/16,"11,850",282
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,44,10/25/15,10/31/15,"55,092","1,288"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,14,3/27/16,4/2/16,"69,686","1,821"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,13,3/20/16,3/26/16,810,22
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,49,11/27/16,12/3/16,"26,944",587
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,37,9/4/16,9/10/16,"3,808",82
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,1,1/1/17,1/7/17,"23,818",565
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,32,8/2/15,8/8/15,"86,076","2,043"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,26,6/19/16,6/25/16,"13,505",609
B02512,1,UNTER LLC,UBER-UNTER LLC,2017,11,3/12/17,3/18/17,"9,931",376
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,38,9/13/15,9/19/15,175,4
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2017,11,3/12/17,3/18/17,"104,423","2,270"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,41,10/2/16,10/8/16,"4,142",103
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,17,4/17/16,4/23/16,"9,934",246
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,5,1/24/16,1/30/16,"4,735",119
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,4,1/22/17,1/28/17,"21,160",452
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,1,1/1/16,1/2/16,"21,596","1,488"
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,8,2/14/16,2/20/16,"137,110","2,662"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,23,5/29/16,6/4/16,"13,567",637
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,48,11/20/16,11/26/16,"9,249",450
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,23,5/29/16,6/4/16,"125,485","3,005"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,51,12/13/15,12/19/15,"11,283",242
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,26,6/19/16,6/25/16,"2,715",59
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,4,1/17/16,1/23/16,"15,888",735
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,39,9/20/15,9/26/15,"42,183","1,027"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2015,39,9/20/15,9/26/15,213,3
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,18,4/24/16,4/30/16,"2,368",41
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,37,9/6/15,9/12/15,"63,286","1,360"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2015,47,11/15/15,11/21/15,"3,645",72
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,30,7/17/16,7/23/16,"254,070","5,167"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,7,2/7/16,2/13/16,"2,120",45
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,13,3/20/16,3/26/16,"21,480",503
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,2,1/8/17,1/14/17,"209,181","4,530"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2017,14,4/2/17,4/8/17,"48,938","1,042"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,17,4/23/17,4/29/17,"49,347","1,132"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,16,4/10/16,4/16/16,"314,085","7,494"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,39,9/18/16,9/24/16,"3,597",72
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,37,9/4/16,9/10/16,"21,816",470
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,18,4/24/16,4/30/16,738,21
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2015,37,9/6/15,9/12/15,173,3
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,14,3/27/16,4/2/16,"1,120",21
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,39,9/18/16,9/24/16,"74,666","1,733"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,27,6/26/16,7/2/16,"129,218","3,279"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2017,7,2/12/17,2/18/17,"17,980",390
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,37,9/4/16,9/10/16,"76,820","1,621"
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,31,7/24/16,7/30/16,"63,214","1,389"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,27,6/28/15,7/4/15,"183,143","7,238"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,4,1/17/16,1/23/16,"242,596","6,068"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,16,4/12/15,4/18/15,"121,312","2,858"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,26,6/19/16,6/25/16,"21,246",490
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,14,3/27/16,4/2/16,"302,965","7,572"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,29,7/10/16,7/16/16,"1,900",43
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,27,6/26/16,7/2/16,"236,804","5,707"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,6,1/31/16,2/6/16,"7,605",209
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2017,13,3/26/17,4/1/17,"22,863",451
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,43,10/16/16,10/22/16,"11,831",291
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,11,3/6/16,3/12/16,"296,816","7,528"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2015,37,9/6/15,9/12/15,150,4
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2015,43,10/18/15,10/24/15,225,4
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,23,5/31/15,6/6/15,"10,676",403
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,7,2/12/17,2/18/17,"150,604","3,230"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2017,13,3/26/17,4/1/17,"102,222","2,274"
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2015,52,12/20/15,12/26/15,130,3
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,34,8/14/16,8/20/16,"2,105",48
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,14,3/29/15,4/4/15,"73,984","1,851"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,44,10/23/16,10/29/16,"17,870",360
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,7,2/12/17,2/18/17,"72,595","1,635"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,37,9/4/16,9/10/16,"26,694",626
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,12,3/19/17,3/25/17,"139,244","3,112"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,19,5/1/16,5/7/16,"12,464",275
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,1,1/1/16,1/2/16,"2,315",178
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,18,4/26/15,5/2/15,"97,185","3,126"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,4,1/18/15,1/24/15,"10,118",370
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,21,5/15/16,5/21/16,"9,558",208
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,34,8/16/15,8/22/15,"42,484","1,176"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,3,1/10/16,1/16/16,"280,819","8,217"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2015,40,9/27/15,10/3/15,25,1
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,9,2/26/17,3/4/17,"33,370",596
B02617,1,WEITER LLC,UBER-WEITER LLC,2016,18,4/24/16,4/30/16,"60,876","1,457"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,53,12/25/16,12/31/16,"39,582","1,163"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,16,4/10/16,4/16/16,"6,894",153
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,38,9/13/15,9/19/15,"51,957","1,243"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,49,11/27/16,12/3/16,"12,038",300
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2017,15,4/9/17,4/15/17,"27,938",543
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,18,4/26/15,5/2/15,"78,145","1,921"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,49,11/27/16,12/3/16,"10,719",452
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,6,2/1/15,2/7/15,"69,308","1,439"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,17,4/17/16,4/23/16,"1,028",23
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,37,9/6/15,9/12/15,138,2
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,47,11/13/16,11/19/16,"141,805","3,156"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,29,7/10/16,7/16/16,"10,068",246
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,5,1/24/16,1/30/16,891,18
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,46,11/8/15,11/14/15,"286,121","6,355"
